FDC_ID,Item,Category,Calories,Protein,Carbohydrate,Total fat,Cholesterol,Fiber,Water,Alcohol,Vitamin C
169076,"Cereals ready-to-eat, FAMILIA",Breakfast Cereals,388.0 kcal,9.5 g,73.8 g,6.3 g,0.0 mg,8.5 g,1.9 g,0.0 g,0.6 mg
169077,"Cereals ready-to-eat, wheat and bran, presweetened with nuts and fruits",Breakfast Cereals,385.0 kcal,7.1 g,76.2 g,5.6 g,0.0 mg,9.7 g,8.5 g,0.0 g,0.0 mg
169859,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with almonds",Breakfast Cereals,409.0 kcal,7.7 g,79.6 g,7.3 g,0.0 mg,5.5 g,2.9 g,0.0 g,0.0 mg
169862,"Cereals ready-to-eat, POST, GREAT GRAINS Crunchy Pecan Cereal",Breakfast Cereals,403.0 kcal,9.0 g,73.0 g,10.5 g,0.0 mg,9.7 g,5.2 g,0.0 g,0.2 mg
169870,"Cereals ready-to-eat, POST GREAT GRAINS Banana Nut Crunch",Breakfast Cereals,390.0 kcal,9.8 g,70.9 g,8.8 g,0.0 mg,11.2 g,5.6 g,0.0 g,0.1 mg
171641,"Cereals ready-to-eat, POST, ALPHA-BITS",Breakfast Cereals,389.0 kcal,10.0 g,80.3 g,4.6 g,0.0 mg,7.1 g,1.2 g,0.0 g,20.0 mg
171642,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH",Breakfast Cereals,398.0 kcal,4.39 g,85.51 g,5.12 g,0.0 mg,2.5 g,2.5 g,0.0 g,0.0 mg
171643,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES",Breakfast Cereals,397.0 kcal,4.45 g,85.93 g,4.83 g,0.0 mg,2.6 g,2.5 g,0.0 g,0.1 mg
171644,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH",Breakfast Cereals,417.0 kcal,7.1 g,78.65 g,9.23 g,0.0 mg,2.7 g,2.5 g,0.0 g,0.0 mg
171645,"Cereals ready-to-eat, POST, FRUITY PEBBLES",Breakfast Cereals,402.0 kcal,4.62 g,86.1 g,4.02 g,0.0 mg,0.8 g,3.0 g,0.0 g,22.2 mg
171646,"Cereals ready-to-eat, granola, homemade",Breakfast Cereals,489.0 kcal,13.67 g,53.88 g,24.31 g,0.0 mg,8.9 g,5.84 g,0.0 g,1.2 mg
171647,"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal",Breakfast Cereals,361.0 kcal,11.22 g,80.49 g,1.81 g,0.0 mg,13.0 g,3.5 g,0.0 g,0.1 mg
171648,"Cereals ready-to-eat, POST, GRAPE-NUTS Flakes",Breakfast Cereals,376.0 kcal,9.4 g,82.0 g,3.7 g,0.0 mg,10.2 g,3.3 g,0.0 g,0.0 mg
171649,"Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP",Breakfast Cereals,406.0 kcal,4.51 g,85.03 g,6.08 g,0.0 mg,2.3 g,2.0 g,0.0 g,0.0 mg
171650,"Cereals ready-to-eat, POST Raisin Bran Cereal",Breakfast Cereals,324.0 kcal,7.6 g,78.9 g,1.6 g,0.0 mg,13.7 g,8.6 g,0.0 g,0.9 mg
171651,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice",Breakfast Cereals,383.0 kcal,7.01 g,87.78 g,0.9 g,0.0 mg,1.4 g,3.91 g,0.0 g,0.0 mg
171652,"Cereals ready-to-eat, POST, GOLDEN CRISP",Breakfast Cereals,380.0 kcal,5.5 g,90.1 g,1.7 g,0.0 mg,5.0 g,1.4 g,0.0 g,0.0 mg
171653,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ",Breakfast Cereals,372.0 kcal,26.55 g,58.11 g,7.78 g,0.0 mg,10.2 g,3.4 g,0.0 g,5.5 mg
171654,"Cereals, corn grits, white, regular and quick, enriched, dry",Breakfast Cereals,370.0 kcal,7.65 g,79.09 g,1.75 g,0.0 mg,4.6 g,10.92 g,0.0 g,0.0 mg
171655,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt",Breakfast Cereals,71.0 kcal,1.71 g,14.76 g,0.46 g,0.0 mg,0.8 g,82.93 g,0.0 g,0.0 mg
171656,"Cereals, QUAKER, corn grits, instant, plain, dry",Breakfast Cereals,343.0 kcal,7.31 g,78.42 g,2.14 g,0.0 mg,4.2 g,7.2 g,0.0 g,0.0 mg
171657,"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, without salt",Breakfast Cereals,50.0 kcal,1.44 g,10.52 g,0.21 g,0.0 mg,0.5 g,87.61 g,0.0 g,0.0 mg
171658,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry",Breakfast Cereals,360.0 kcal,11.6 g,73.19 g,1.41 g,0.0 mg,4.2 g,11.08 g,0.0 g,0.0 mg
171659,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), cooked with water, without salt",Breakfast Cereals,55.0 kcal,1.82 g,10.92 g,0.34 g,0.0 mg,0.8 g,86.55 g,,0.0 mg
171660,"Cereals, CREAM OF WHEAT, instant, dry",Breakfast Cereals,366.0 kcal,10.6 g,75.5 g,1.4 g,0.0 mg,3.3 g,10.4 g,0.0 g,0.0 mg
171661,"Cereals, oats, instant, fortified, plain, dry",Breakfast Cereals,362.0 kcal,11.92 g,69.52 g,6.9 g,0.0 mg,10.0 g,8.92 g,0.0 g,0.0 mg
171662,"Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)",Breakfast Cereals,68.0 kcal,2.37 g,11.67 g,1.36 g,0.0 mg,1.7 g,84.03 g,0.0 g,0.0 mg
171663,"Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry",Breakfast Cereals,366.0 kcal,8.62 g,76.74 g,4.61 g,0.0 mg,8.3 g,6.62 g,0.0 g,1.2 mg
171664,"Cereals, oats, instant, fortified, with cinnamon and spice, dry",Breakfast Cereals,369.0 kcal,9.53 g,76.08 g,4.84 g,0.0 mg,8.0 g,6.92 g,0.0 g,0.0 mg
171665,"Cereals, WHEATENA, dry",Breakfast Cereals,357.0 kcal,13.1 g,75.6 g,2.9 g,0.0 mg,12.8 g,6.5 g,0.0 g,0.0 mg
171666,"Cereals, WHEATENA, cooked with water",Breakfast Cereals,56.0 kcal,2.0 g,11.8 g,0.5 g,0.0 mg,2.7 g,85.4 g,0.0 g,0.0 mg
171667,"Cereals, whole wheat hot natural cereal, dry",Breakfast Cereals,342.0 kcal,11.2 g,75.2 g,2.0 g,0.0 mg,9.5 g,9.9 g,0.0 g,0.0 mg
171668,"Cereals, whole wheat hot natural cereal, cooked with water, without salt",Breakfast Cereals,62.0 kcal,2.0 g,13.7 g,0.4 g,0.0 mg,1.6 g,83.6 g,0.0 g,0.0 mg
171669,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",Breakfast Cereals,366.0 kcal,16.26 g,76.39 g,2.15 g,0.0 mg,9.4 g,3.69 g,0.0 g,0.0 mg
171670,"Cereals, corn grits, yellow, regular and quick, unenriched, dry",Breakfast Cereals,371.0 kcal,8.8 g,79.6 g,1.2 g,0.0 mg,1.6 g,10.0 g,0.0 g,0.0 mg
171671,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt",Breakfast Cereals,71.0 kcal,1.71 g,14.76 g,0.46 g,0.0 mg,0.8 g,82.93 g,0.0 g,0.0 mg
171672,"Cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt",Breakfast Cereals,65.0 kcal,1.23 g,13.86 g,0.39 g,0.0 mg,0.7 g,84.36 g,0.0 g,0.0 mg
171673,"Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt",Breakfast Cereals,65.0 kcal,1.23 g,13.86 g,0.39 g,0.0 mg,0.7 g,84.36 g,0.0 g,0.0 mg
171674,"Cereals, MALT-O-MEAL, chocolate, dry",Breakfast Cereals,363.0 kcal,10.6 g,79.55 g,0.82 g,0.0 mg,2.8 g,6.69 g,,0.0 mg
171675,"Cereals, oats, regular and quick and instant, unenriched, cooked with water (includes boiling and microwaving), with salt",Breakfast Cereals,71.0 kcal,2.54 g,12.0 g,1.52 g,0.0 mg,1.7 g,83.61 g,0.0 g,0.0 mg
171676,"Cereals, WHEATENA, cooked with water, with salt",Breakfast Cereals,59.0 kcal,2.03 g,11.74 g,0.45 g,0.0 mg,2.0 g,85.4 g,0.0 g,0.0 mg
171677,"Cereals, whole wheat hot natural cereal, cooked with water, with salt",Breakfast Cereals,62.0 kcal,2.0 g,13.7 g,0.4 g,0.0 mg,1.6 g,83.6 g,0.0 g,0.0 mg
171678,"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",Breakfast Cereals,350.0 kcal,8.81 g,79.4 g,1.92 g,0.0 mg,10.3 g,4.4 g,,0.0 mg
171679,"Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey",Breakfast Cereals,396.0 kcal,6.78 g,84.94 g,4.17 g,0.0 mg,5.0 g,3.0 g,,20.0 mg
171680,"Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey & almonds",Breakfast Cereals,379.0 kcal,7.8 g,77.26 g,4.88 g,0.0 mg,6.1 g,3.1 g,,29.6 mg
171681,"Cereals ready-to-eat, MALT-O-MEAL, Honey Nut SCOOTERS",Breakfast Cereals,387.0 kcal,8.59 g,79.62 g,4.51 g,0.0 mg,6.3 g,2.5 g,,20.0 mg
171682,"Cereals, QUAKER, Instant Oatmeal, Cinnamon Swirl, high fiber",Breakfast Cereals,366.0 kcal,8.79 g,75.67 g,4.8 g,0.0 mg,22.3 g,7.52 g,,0.2 mg
171683,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, blueberry hazelnut, dry",Breakfast Cereals,386.0 kcal,9.81 g,69.47 g,9.8 g,1.0 mg,7.7 g,7.47 g,,2.8 mg
171684,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, apple walnut, dry",Breakfast Cereals,390.0 kcal,8.18 g,70.53 g,10.36 g,0.0 mg,7.0 g,7.8 g,,0.9 mg
171685,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, summer berry, dry",Breakfast Cereals,353.0 kcal,11.31 g,72.58 g,4.4 g,1.0 mg,8.5 g,7.57 g,,9.4 mg
172972,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry",Breakfast Cereals,334.0 kcal,12.64 g,72.62 g,2.73 g,0.0 mg,11.9 g,10.35 g,0.0 g,0.0 mg
172973,"Cereals ready-to-eat, chocolate-flavored frosted puffed corn",Breakfast Cereals,405.0 kcal,3.34 g,87.2 g,3.5 g,0.0 mg,3.8 g,3.42 g,0.0 g,52.9 mg
172974,"Cereals ready-to-eat, QUAKER, Toasted Multigrain Crisps",Breakfast Cereals,372.0 kcal,12.38 g,74.9 g,5.11 g,0.0 mg,10.2 g,4.0 g,0.0 g,11.5 mg
172975,"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins",Breakfast Cereals,412.0 kcal,9.66 g,74.67 g,10.38 g,2.0 mg,9.4 g,3.39 g,0.0 g,0.5 mg
172976,"Cereals ready-to-eat, QUAKER, Low Fat 100% Natural Granola with Raisins",Breakfast Cereals,388.0 kcal,8.42 g,80.57 g,5.52 g,1.0 mg,9.6 g,3.4 g,0.0 g,0.4 mg
172977,"Cereals, QUAKER, Instant Grits, Butter flavor, dry",Breakfast Cereals,369.0 kcal,8.12 g,74.83 g,5.64 g,0.0 mg,4.7 g,6.59 g,0.0 g,0.0 mg
172978,"Cereals, Oat Bran, QUAKER, QUAKER/MOTHER'S Oat Bran, prepared with water, salt",Breakfast Cereals,43.0 kcal,2.03 g,7.49 g,0.95 g,0.0 mg,1.7 g,88.98 g,,0.0 mg
172979,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, no salt",Breakfast Cereals,61.0 kcal,2.08 g,13.49 g,0.47 g,0.0 mg,2.2 g,83.58 g,0.0 g,0.0 mg
172980,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, salt",Breakfast Cereals,61.0 kcal,2.07 g,13.47 g,0.47 g,0.0 mg,2.2 g,83.44 g,,0.0 mg
172981,"Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 Flakes",Breakfast Cereals,353.0 kcal,14.44 g,78.15 g,1.41 g,0.0 mg,14.1 g,3.0 g,0.0 g,4.2 mg
172982,"Cereals ready-to-eat, MALT-O-MEAL, BERRY COLOSSAL CRUNCH",Breakfast Cereals,396.0 kcal,4.19 g,86.55 g,4.17 g,0.0 mg,1.8 g,2.5 g,0.0 g,20.0 mg
172983,"Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice",Breakfast Cereals,346.0 kcal,6.07 g,86.4 g,1.12 g,0.0 mg,0.4 g,3.4 g,0.0 g,18.2 mg
172984,"Cereals ready-to-eat, MALT-O-MEAL, TOOTIE FRUITIES",Breakfast Cereals,391.0 kcal,4.69 g,85.94 g,3.2 g,0.0 mg,2.2 g,2.5 g,0.0 g,18.8 mg
172985,"Cereals ready-to-eat, QUAKER, MOTHER'S PEANUT BUTTER BUMPERS Cereal",Breakfast Cereals,407.0 kcal,7.62 g,79.68 g,7.33 g,0.0 mg,2.5 g,2.5 g,,0.0 mg
172986,"Cereals ready-to-eat, QUAKER, MOTHER'S Toasted Oat Bran cereal",Breakfast Cereals,372.0 kcal,11.45 g,75.41 g,5.04 g,0.0 mg,8.6 g,4.0 g,,0.0 mg
172987,"Cereals ready-to-eat, QUAKER, Shredded Wheat, bagged cereal",Breakfast Cereals,348.0 kcal,11.24 g,81.01 g,2.01 g,0.0 mg,11.8 g,4.2 g,,0.0 mg
172988,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Wheat Germ, Regular",Breakfast Cereals,366.0 kcal,31.43 g,49.38 g,9.56 g,0.0 mg,11.9 g,4.78 g,,6.0 mg
172989,"Cereals, QUAKER, Quick Oats, Dry",Breakfast Cereals,371.0 kcal,13.7 g,68.18 g,6.87 g,0.0 mg,9.4 g,9.37 g,0.0 g,0.0 mg
172990,"Cereals ready-to-eat, MALT-O-MEAL, Frosted Flakes",Breakfast Cereals,389.0 kcal,4.25 g,90.2 g,0.87 g,0.0 mg,1.2 g,3.0 g,0.0 g,19.4 mg
172991,"Cereals, QUAKER, Instant Oatmeal, Raisin and Spice, dry",Breakfast Cereals,360.0 kcal,9.11 g,75.68 g,4.0 g,0.0 mg,5.8 g,8.45 g,0.0 g,0.7 mg
172992,"Cereals, QUAKER, Instant Grits, Redeye Gravy & Country Ham flavor, dry",Breakfast Cereals,342.0 kcal,9.83 g,75.86 g,1.58 g,0.0 mg,4.6 g,7.06 g,,0.0 mg
172993,"Cereals, QUAKER, Instant Grits Product with American Cheese Flavor, dry",Breakfast Cereals,360.0 kcal,8.8 g,74.18 g,4.67 g,1.0 mg,4.3 g,6.8 g,,0.0 mg
172994,"Cereals, QUAKER, Instant Grits, Ham 'n' Cheese flavor, dry",Breakfast Cereals,355.0 kcal,10.73 g,71.08 g,4.68 g,1.0 mg,4.2 g,6.82 g,,0.0 mg
172995,"Cereals ready-to-eat, MALT-O-MEAL, HONEY GRAHAM SQUARES",Breakfast Cereals,398.0 kcal,4.46 g,74.68 g,9.97 g,0.0 mg,4.4 g,3.59 g,0.0 g,29.9 mg
172996,"Cereals ready-to-eat, MALT-O-MEAL, Raisin Bran Cereal",Breakfast Cereals,342.0 kcal,7.63 g,80.37 g,1.87 g,0.0 mg,10.2 g,7.5 g,0.0 g,0.0 mg
172997,"Cereals ready-to-eat, MALT-O-MEAL, Blueberry MUFFIN TOPS Cereal",Breakfast Cereals,443.0 kcal,4.9 g,79.91 g,11.48 g,0.0 mg,4.7 g,1.1 g,,25.0 mg
172998,"Cereals, MALT-O-MEAL, Farina Hot Wheat Cereal, dry",Breakfast Cereals,365.0 kcal,10.48 g,77.2 g,0.49 g,0.0 mg,2.9 g,9.69 g,,0.0 mg
172999,"Cereals, MALT-O-MEAL, Maple & Brown Sugar Hot Wheat Cereal, dry",Breakfast Cereals,368.0 kcal,8.82 g,80.52 g,0.47 g,0.0 mg,1.8 g,5.9 g,,1.0 mg
173000,"Cereals ready-to-eat, MALT-O-MEAL, Frosted Mini SPOONERS",Breakfast Cereals,354.0 kcal,9.09 g,81.81 g,1.94 g,0.0 mg,10.9 g,5.5 g,0.0 g,0.0 mg
173001,"Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES",Breakfast Cereals,404.0 kcal,3.9 g,90.1 g,3.15 g,1.0 mg,1.0 g,1.2 g,0.0 g,1.0 mg
173002,"Cereals ready-to-eat, RALSTON Enriched Wheat Bran flakes",Breakfast Cereals,390.0 kcal,10.21 g,79.77 g,3.36 g,0.0 mg,16.9 g,2.53 g,,239.7 mg
173003,"Cereals ready-to-eat, RALSTON Corn Biscuits",Breakfast Cereals,376.0 kcal,5.83 g,85.79 g,1.05 g,0.0 mg,2.6 g,3.59 g,,18.5 mg
173004,"Cereals, MALT-O-MEAL, chocolate, prepared with water, without salt",Breakfast Cereals,47.0 kcal,1.37 g,9.22 g,0.1 g,0.0 mg,0.4 g,89.15 g,,0.0 mg
173005,"Cereals ready-to-eat, POST GREAT GRAINS Cranberry Almond Crunch",Breakfast Cereals,384.0 kcal,8.9 g,76.6 g,5.9 g,0.0 mg,11.1 g,6.2 g,0.0 g,25.0 mg
173007,"Cereals ready-to-eat, QUAKER, QUAKER Honey Graham LIFE Cereal",Breakfast Cereals,373.0 kcal,9.33 g,78.56 g,4.14 g,0.0 mg,6.3 g,4.3 g,,0.0 mg
173008,"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, cooked with water, stove-top, without salt",Breakfast Cereals,56.0 kcal,1.44 g,11.74 g,0.2 g,,0.7 g,86.2 g,,0.0 mg
173009,"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, cooked with water, microwaved, without salt",Breakfast Cereals,52.0 kcal,1.88 g,10.1 g,0.37 g,,0.7 g,87.11 g,,0.0 mg
173010,"Cereals, CREAM OF WHEAT, 1 minute cook time, dry",Breakfast Cereals,359.0 kcal,11.77 g,72.63 g,1.47 g,,4.4 g,11.41 g,,0.0 mg
173011,"Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, stove-top, without salt",Breakfast Cereals,56.0 kcal,1.65 g,11.16 g,0.42 g,,0.4 g,86.4 g,,0.0 mg
173012,"Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, microwaved, without salt",Breakfast Cereals,55.0 kcal,1.95 g,10.67 g,0.37 g,,1.5 g,86.51 g,,0.0 mg
173013,"Cereals ready-to-eat, QUAKER, Cap'n Crunch's OOPS! All Berries Cereal",Breakfast Cereals,395.0 kcal,4.6 g,87.1 g,3.99 g,0.0 mg,2.6 g,2.5 g,,0.4 mg
173014,"Cereals ready-to-eat, QUAKER Oatmeal Squares, Golden Maple",Breakfast Cereals,380.0 kcal,11.3 g,78.04 g,4.83 g,0.0 mg,8.3 g,2.75 g,,11.5 mg
173015,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS with vanilla bunches",Breakfast Cereals,394.0 kcal,7.9 g,81.8 g,5.1 g,0.0 mg,7.8 g,3.0 g,0.0 g,0.0 mg
173016,"Cereals, QUAKER, Instant Oatmeal, Cinnamon Spice, reduced sugar",Breakfast Cereals,358.0 kcal,11.26 g,69.45 g,6.11 g,0.0 mg,8.8 g,8.45 g,,0.3 mg
173017,"Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS flakes",Breakfast Cereals,350.0 kcal,11.91 g,75.27 g,5.46 g,0.0 mg,16.6 g,3.4 g,0.0 g,0.0 mg
173018,"Cereals ready-to-eat, BARBARA'S PUFFINS, original",Breakfast Cereals,333.0 kcal,7.41 g,84.0 g,3.7 g,0.0 mg,18.5 g,3.59 g,0.0 g,55.6 mg
173019,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with real strawberries",Breakfast Cereals,399.0 kcal,6.7 g,83.3 g,4.9 g,0.0 mg,5.4 g,2.9 g,,15.6 mg
173020,"Cereals ready-to-eat, POST HONEY BUNCHES OF OATS with cinnamon bunches",Breakfast Cereals,400.0 kcal,7.1 g,82.8 g,5.0 g,0.0 mg,5.8 g,2.8 g,,0.4 mg
173884,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS",Breakfast Cereals,372.0 kcal,12.4 g,73.2 g,6.6 g,0.0 mg,10.1 g,3.76 g,0.0 g,21.4 mg
173885,"Cereals ready-to-eat, POST, COCOA PEBBLES",Breakfast Cereals,397.0 kcal,4.8 g,85.7 g,4.1 g,0.0 mg,1.6 g,2.5 g,0.0 g,0.0 mg
173886,"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN",Breakfast Cereals,331.0 kcal,6.37 g,83.68 g,4.06 g,0.0 mg,15.3 g,2.5 g,0.0 g,0.0 mg
173887,"Cereals ready-to-eat, RALSTON CRISP RICE",Breakfast Cereals,383.0 kcal,6.69 g,86.22 g,1.26 g,0.0 mg,0.7 g,3.62 g,0.0 g,64.5 mg
173888,"Cereals ready-to-eat, POST Bran Flakes",Breakfast Cereals,328.0 kcal,9.9 g,80.5 g,2.1 g,0.0 mg,18.3 g,3.4 g,0.0 g,0.0 mg
173889,"Cereals ready-to-eat, POST, Honeycomb Cereal",Breakfast Cereals,394.0 kcal,6.01 g,86.63 g,2.93 g,0.0 mg,3.2 g,1.5 g,0.0 g,0.0 mg
173890,"Cereals ready-to-eat, QUAKER, KING VITAMAN",Breakfast Cereals,381.0 kcal,6.41 g,83.85 g,3.44 g,0.0 mg,3.4 g,3.35 g,0.0 g,40.0 mg
173891,"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain",Breakfast Cereals,374.0 kcal,9.98 g,77.74 g,4.43 g,0.0 mg,6.6 g,4.3 g,0.0 g,0.0 mg
173892,"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey",Breakfast Cereals,421.0 kcal,10.55 g,73.65 g,11.62 g,2.0 mg,10.2 g,2.19 g,0.0 g,0.2 mg
173893,"Cereals ready-to-eat, RALSTON TASTEEOS",Breakfast Cereals,395.0 kcal,10.71 g,75.96 g,5.36 g,0.0 mg,10.7 g,3.68 g,0.0 g,21.4 mg
173894,"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat",Breakfast Cereals,373.0 kcal,8.5 g,83.6 g,2.9 g,0.0 mg,10.7 g,3.0 g,0.0 g,0.0 mg
173895,"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS",Breakfast Cereals,385.0 kcal,3.32 g,90.59 g,0.35 g,0.0 mg,1.9 g,2.5 g,0.0 g,48.4 mg
173896,"Cereals ready-to-eat, wheat germ, toasted, plain",Breakfast Cereals,382.0 kcal,29.1 g,49.6 g,10.7 g,0.0 mg,15.1 g,5.6 g,0.0 g,6.0 mg
173897,"Cereals, QUAKER, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt",Breakfast Cereals,74.0 kcal,1.58 g,15.95 g,0.49 g,,1.1 g,81.22 g,,0.0 mg
173898,"Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry",Breakfast Cereals,363.0 kcal,8.98 g,72.96 g,5.46 g,2.0 mg,4.2 g,6.71 g,0.0 g,0.0 mg
173899,"Cereals, QUAKER, Instant Grits, Country Bacon flavor, dry",Breakfast Cereals,340.0 kcal,9.93 g,75.39 g,1.73 g,0.0 mg,5.1 g,7.37 g,0.0 g,0.0 mg
173900,"Cereals, CREAM OF RICE, dry",Breakfast Cereals,370.0 kcal,6.3 g,82.4 g,0.5 g,0.0 mg,0.7 g,10.5 g,0.0 g,0.0 mg
173901,"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",Breakfast Cereals,370.0 kcal,10.5 g,76.5 g,1.5 g,0.0 mg,3.8 g,10.9 g,0.0 g,0.0 mg
173902,"Cereals, CREAM OF WHEAT, instant, prepared with water, without salt",Breakfast Cereals,62.0 kcal,1.84 g,13.08 g,0.24 g,0.0 mg,0.6 g,84.4 g,0.0 g,0.0 mg
173903,"Cereals, MALT-O-MEAL, original, plain, dry",Breakfast Cereals,365.0 kcal,11.8 g,77.25 g,0.7 g,0.0 mg,2.1 g,10.35 g,0.0 g,0.0 mg
173904,"Cereals, oats, regular and quick, not fortified, dry",Breakfast Cereals,379.0 kcal,13.15 g,67.7 g,6.52 g,0.0 mg,10.1 g,10.84 g,0.0 g,0.0 mg
173905,"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",Breakfast Cereals,71.0 kcal,2.54 g,12.0 g,1.52 g,0.0 mg,1.7 g,83.61 g,0.0 g,0.0 mg
173906,"Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water",Breakfast Cereals,96.0 kcal,2.37 g,18.95 g,1.21 g,0.0 mg,2.0 g,76.74 g,0.0 g,0.0 mg
173907,"Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry",Breakfast Cereals,368.0 kcal,9.2 g,76.91 g,4.63 g,0.0 mg,7.2 g,6.28 g,,0.0 mg
173908,"Cereals, oats, instant, fortified, with raisins and spice, prepared with water",Breakfast Cereals,88.0 kcal,1.98 g,17.91 g,0.95 g,0.0 mg,1.3 g,78.44 g,0.0 g,0.1 mg
173909,"Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS",Breakfast Cereals,387.0 kcal,6.94 g,82.77 g,3.53 g,0.0 mg,4.9 g,2.19 g,0.0 g,20.0 mg
173910,"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",Breakfast Cereals,337.0 kcal,11.37 g,78.96 g,2.01 g,0.0 mg,12.4 g,6.1 g,0.0 g,0.0 mg
173911,"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",Breakfast Cereals,351.0 kcal,11.8 g,81.4 g,2.1 g,0.0 mg,12.4 g,3.0 g,0.0 g,0.0 mg
173912,"Cereals ready-to-eat, rice, puffed, fortified",Breakfast Cereals,402.0 kcal,6.3 g,89.8 g,0.5 g,0.0 mg,1.7 g,3.0 g,,0.0 mg
173913,"Cereals ready-to-eat, wheat, puffed, fortified",Breakfast Cereals,364.0 kcal,14.7 g,79.6 g,1.2 g,0.0 mg,4.4 g,3.0 g,,0.0 mg
173914,"Cereals, CREAM OF RICE, cooked with water, with salt",Breakfast Cereals,52.0 kcal,0.9 g,11.5 g,0.1 g,0.0 mg,0.1 g,87.5 g,0.0 g,0.0 mg
173915,"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, with salt",Breakfast Cereals,50.0 kcal,1.46 g,10.66 g,0.21 g,0.0 mg,0.5 g,87.14 g,0.0 g,0.0 mg
173916,"Cereals, farina, unenriched, dry",Breakfast Cereals,369.0 kcal,10.6 g,78.0 g,0.5 g,0.0 mg,1.9 g,10.5 g,0.0 g,0.0 mg
173917,"Cereals, farina, enriched, cooked with water, with salt",Breakfast Cereals,53.0 kcal,1.82 g,10.92 g,0.34 g,0.0 mg,0.8 g,86.55 g,0.0 g,0.0 mg
173918,"Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size",Breakfast Cereals,352.0 kcal,7.8 g,83.8 g,1.9 g,0.0 mg,9.6 g,6.0 g,0.0 g,0.0 mg
173919,"Cereals ready-to-eat, POST SELECTS Blueberry Morning",Breakfast Cereals,395.0 kcal,6.5 g,81.6 g,5.3 g,0.0 mg,4.7 g,4.7 g,0.0 g,0.9 mg
173920,"Cereals, oats, instant, fortified, maple and brown sugar, dry",Breakfast Cereals,386.0 kcal,9.25 g,76.67 g,4.73 g,0.0 mg,7.2 g,6.4 g,0.0 g,0.0 mg
